SalePrice,GarageCars,TotRmsAbvGrd,FullBath,GrLivArea,1stFlrSF,TotalBsmtSF,MasVnrArea,Lst_remod,old,OverallQual,EnclosedPorch,KitchenAbvGr,BsmtHalfBath,LowQualFinSF,BsmtFinSF2,OverallCond,MSSubClass,Last_sold,MiscVal,3SsnPorch
135900,0,9,2,1716,936,780,0.0,20,108,5,0,1,0,0,0,6,190,12,0,0
131000,1,8,1,1716,1148,768,0.0,12,71,5,0,1,0,0,0,4,50,11,0,0
235000,2,9,2,2263,1468,795,34.0,26,43,7,0,1,0,0,0,7,60,14,0,0
167000,2,7,1,1644,1644,1416,238.0,67,67,6,0,1,0,0,0,5,20,11,0,0
142500,2,6,1,1003,1003,1003,0.0,36,36,6,0,1,0,0,0,6,80,14,0,0
152000,1,6,1,1558,910,910,0.0,70,70,5,0,1,0,0,0,5,50,13,0,0
239000,2,7,2,1950,975,975,1600.0,22,23,7,0,1,0,0,0,5,60,13,0,0
175000,2,7,1,1743,1041,702,365.0,52,52,6,0,1,1,0,175,6,60,13,0,0
158500,1,6,1,1152,1152,1092,0.0,16,70,6,0,1,1,0,0,8,20,11,0,0
157000,1,5,1,1336,1336,1165,56.0,67,67,5,0,1,0,0,0,5,190,14,0,0
267000,2,9,2,2452,1210,1028,0.0,21,22,8,0,1,0,0,0,5,60,13,0,0
205000,3,6,2,1541,1541,1541,150.0,18,19,7,0,1,0,0,0,5,20,14,0,0
149900,2,5,1,894,894,894,0.0,48,48,5,0,1,0,0,0,7,20,14,0,0
295000,3,10,3,3493,1675,1470,0.0,18,140,7,0,1,0,0,0,9,75,12,0,0
305900,3,8,2,2000,2000,2000,246.0,15,16,8,0,1,0,0,0,5,20,13,0,0
225000,3,8,2,2243,1122,700,246.0,29,30,7,224,1,0,0,0,5,60,13,0,0
89500,0,6,1,1406,1035,319,0.0,70,100,6,0,1,0,0,0,7,50,12,0,0
82500,2,4,1,861,861,861,0.0,70,80,4,0,1,0,0,0,5,30,11,0,0
360000,3,8,2,1944,1944,1896,0.0,16,17,9,0,1,0,0,0,5,20,14,0,0
165600,2,6,2,1501,697,697,112.0,26,27,6,0,1,0,0,0,5,60,14,0,0
132000,1,5,1,972,972,972,0.0,18,72,6,0,1,0,0,0,6,20,11,0,0
119900,2,5,1,1118,793,793,0.0,70,81,5,0,1,0,0,0,7,190,14,0,0
375000,2,8,2,2036,2036,2136,0.0,55,55,7,0,1,0,0,820,5,20,11,0,0
178000,2,6,1,1641,832,728,0.0,30,95,7,234,1,1,0,0,7,70,14,0,0
188500,2,6,2,1432,716,716,0.0,15,16,7,0,1,0,0,0,5,60,11,0,0
260000,2,10,2,2353,1153,845,278.0,40,40,7,0,1,0,0,0,7,60,11,0,0
270000,3,8,2,1959,1088,1088,0.0,14,14,8,0,1,0,0,0,5,60,13,0,0
260000,3,9,2,2646,1372,1347,256.0,27,27,7,144,1,0,0,0,5,60,11,0,0
187500,2,6,2,1472,1472,1372,225.0,40,40,7,0,1,0,0,0,5,80,11,0,0
342643,3,9,3,2596,1249,1249,370.0,14,14,9,0,1,0,0,0,5,60,14,0,0
354000,3,10,2,2468,1136,1136,388.0,16,16,8,0,1,0,0,0,5,60,13,0,0
301000,2,8,2,2730,1553,1502,172.0,33,34,7,0,1,0,0,1474,5,60,13,0,0
126175,1,6,1,1163,1163,1162,0.0,15,65,3,0,1,0,0,0,8,20,14,0,0
242000,2,11,2,2978,1898,710,300.0,13,53,7,0,1,0,0,0,7,80,10,0,0
87000,2,5,1,803,803,720,0.0,70,79,5,244,1,0,0,0,6,45,13,0,0
324000,2,6,1,1719,1719,1719,0.0,27,27,8,0,1,0,0,0,5,120,12,0,0
145250,1,7,1,1383,1383,1383,175.0,60,60,6,0,1,0,0,0,5,20,14,0,0
214500,2,10,2,2134,1445,844,0.0,26,104,6,268,1,0,0,0,6,75,11,0,0
78000,1,6,1,1192,596,596,0.0,70,100,5,137,1,0,0,0,5,70,11,0,0
119000,1,10,2,1728,1728,1728,84.0,56,56,5,0,2,1,0,264,4,90,13,0,0
139000,1,6,1,1056,1056,1056,0.0,28,62,5,0,1,0,0,0,6,20,13,0,0
284000,3,7,2,1629,1629,3206,296.0,16,17,8,0,1,0,0,479,5,20,11,0,0
207000,2,6,2,1358,1358,1358,146.0,16,16,7,0,1,0,0,0,5,120,12,0,0
192000,2,7,2,1638,943,943,0.0,22,22,6,0,1,0,0,0,5,60,12,0,0
228950,2,7,2,1786,1619,1499,0.0,55,55,5,0,1,0,0,147,6,190,12,700,0
377426,3,8,2,1922,1922,1922,200.0,14,15,9,0,1,0,0,0,5,20,13,0,0
214000,2,7,2,1536,1536,1536,113.0,17,18,7,0,1,0,0,0,5,20,12,0,0
202500,2,8,2,1621,1621,1208,0.0,22,36,7,0,1,0,0,0,7,20,14,400,0
155000,1,6,1,1215,1215,1215,176.0,22,62,6,0,1,0,0,0,7,20,11,0,0
202900,2,9,2,1908,993,967,0.0,18,18,8,0,1,0,0,0,5,60,10,0,0
82000,1,4,1,841,841,721,0.0,70,70,4,24,1,0,0,0,4,20,11,0,0
87500,2,6,2,1040,1040,0,340.0,70,71,3,0,2,0,0,0,4,90,14,0,0
266000,2,6,2,1684,1684,1684,616.0,15,15,9,0,1,0,0,0,5,120,12,0,0
85000,1,4,1,1112,536,536,0.0,44,44,5,0,1,0,0,232,3,160,10,0,0
140200,1,6,1,1577,972,972,0.0,70,81,6,0,1,0,0,0,5,50,14,0,0
151500,1,5,1,958,958,958,0.0,22,60,6,0,1,0,0,0,8,20,13,15500,0
157500,2,6,2,1478,1478,1478,30.0,60,60,6,0,1,0,0,0,5,20,11,0,0
154000,2,6,2,1626,764,764,106.0,16,17,7,0,1,0,0,0,5,160,12,0,0
437154,3,10,2,2728,1848,1848,870.0,14,15,9,0,1,0,0,0,5,60,14,0,0
318061,2,6,2,1869,1869,1869,362.0,13,13,9,0,1,0,0,0,5,120,13,0,0
190000,2,6,1,1453,1453,1453,0.0,34,34,7,0,1,0,0,0,5,120,14,0,0
95000,1,5,1,1111,616,616,0.0,70,79,5,0,1,1,0,380,6,50,12,0,0
105900,2,5,1,720,720,624,0.0,17,92,6,0,1,0,0,0,8,30,10,0,0
140000,1,6,1,1595,1192,940,0.0,20,80,6,108,1,0,0,0,5,50,14,0,0
177500,2,6,2,1200,1200,1200,0.0,25,25,6,0,1,0,0,544,5,20,13,0,0
173000,2,6,2,1167,1167,1158,106.0,28,28,6,0,1,0,0,0,6,20,11,0,0
134000,2,6,1,1142,1142,1142,0.0,44,44,5,0,1,0,0,0,5,120,13,0,0
130000,1,6,1,1352,1352,1062,120.0,62,62,5,294,1,1,0,294,4,80,14,0,0
280000,2,7,2,1924,1086,1086,530.0,22,22,8,0,1,0,0,0,5,60,14,0,0
156000,2,5,1,912,912,888,0.0,42,42,6,0,1,0,0,0,6,85,13,0,0
145000,1,8,1,1505,988,883,0.0,38,80,5,0,1,0,0,0,5,50,12,0,0
198500,2,7,3,1922,495,0,500.0,17,17,7,177,1,0,0,0,5,85,11,0,0
118000,1,5,1,987,483,483,510.0,13,48,6,0,1,0,0,0,8,160,11,0,0
190000,2,6,2,1574,790,796,120.0,44,44,6,0,1,0,0,0,5,60,14,0,0
147000,1,6,1,1344,672,672,0.0,23,100,5,218,1,0,0,0,7,70,11,0,0
159000,2,6,1,1394,1394,1394,247.0,57,57,6,0,1,0,0,0,5,20,11,0,0
165000,1,6,1,1431,1431,1099,305.0,58,58,6,0,1,1,0,0,5,80,12,0,0
132000,1,7,1,1268,1268,1268,200.0,66,66,5,0,1,0,0,0,6,20,10,0,0
162000,2,7,1,1287,1287,1063,0.0,14,61,5,0,1,0,0,258,7,20,10,0,0
172400,2,7,2,1664,953,953,0.0,20,20,6,0,1,0,0,0,5,60,14,0,0
134432,2,7,2,1588,1120,0,0.0,61,61,4,0,1,0,0,0,4,50,12,0,0
125000,1,4,1,752,752,744,0.0,36,36,6,0,1,0,0,121,5,120,10,0,0
123000,1,5,1,1319,1319,608,0.0,67,67,5,0,1,0,0,180,6,20,11,0,0
219500,2,8,2,1928,847,847,0.0,16,17,7,0,1,0,0,0,5,60,13,0,0
61000,0,4,0,904,904,683,0.0,70,98,1,0,1,0,0,0,1,30,11,0,0
148000,2,5,1,914,914,870,0.0,24,24,5,0,1,0,0,0,5,85,14,0,0
340000,2,8,3,2466,1580,1580,0.0,15,16,8,0,1,0,0,0,5,60,13,0,0
394432,3,8,1,1856,1856,1856,350.0,10,10,9,0,1,0,0,0,2,20,10,0,0
179000,2,7,2,1800,1007,982,16.0,20,20,6,0,1,0,0,0,5,60,11,0,0
127000,1,6,2,1691,1026,1026,0.0,70,96,5,242,1,0,0,0,6,50,10,0,0
187750,2,5,2,1301,1301,1293,0.0,14,14,7,0,1,0,0,0,5,20,14,0,0
213500,2,8,2,1797,939,939,0.0,14,14,7,0,1,0,0,0,5,60,13,0,0
76000,2,5,1,784,784,784,0.0,70,92,6,91,1,0,0,0,3,45,11,0,0
240000,2,9,2,1953,1079,1580,0.0,28,28,6,0,1,0,0,0,5,60,13,0,0
192000,2,6,2,1269,1269,1256,16.0,15,16,8,0,1,0,0,0,5,120,10,0,0
81000,0,8,1,1184,658,658,0.0,24,110,5,0,1,0,0,0,3,50,14,0,0
125000,1,6,1,1125,1125,1041,255.0,44,44,6,0,1,0,0,0,6,80,11,0,0
191000,2,6,2,1479,1479,1468,125.0,20,21,7,0,1,0,0,0,5,20,12,0,0
426000,3,9,2,2332,1742,1682,272.0,12,13,10,0,1,0,0,0,5,60,12,0,0
119000,1,7,1,1367,961,861,0.0,70,120,5,112,1,0,0,391,8,50,12,0,0
215000,2,7,2,1961,804,804,0.0,18,19,6,0,1,0,0,0,5,60,11,0,0
106500,1,5,1,882,882,0,0.0,61,61,5,0,1,0,0,0,7,20,13,1200,0
100000,0,4,1,788,788,788,0.0,70,79,4,0,1,0,0,0,5,30,14,0,0
109000,1,5,1,1034,735,735,0.0,70,80,5,0,1,0,0,0,6,50,13,0,0
129000,1,6,1,1144,1144,1144,0.0,64,64,5,0,1,0,0,0,6,20,10,0,0
123000,2,6,1,894,894,894,0.0,48,48,5,0,1,0,0,0,5,20,11,0,0
169500,1,8,2,1812,876,864,288.0,58,58,5,0,1,0,0,0,5,60,13,0,0
67000,1,6,1,1077,1077,961,0.0,70,100,5,0,1,0,0,0,2,30,13,0,0
241000,2,7,2,1550,1112,1092,100.0,13,14,7,0,1,0,0,0,5,60,11,0,0
245500,2,4,1,1288,1288,1260,0.0,24,24,8,0,1,0,0,0,5,120,12,0,0
164990,2,6,2,1310,1310,1310,0.0,15,15,7,0,1,0,0,0,5,20,14,0,0
108000,1,4,1,672,672,672,0.0,23,80,5,0,1,0,0,0,8,30,12,0,0
258000,2,10,2,2263,1165,1141,650.0,22,22,8,0,1,0,0,0,5,60,14,0,0
168000,2,7,2,1572,806,806,0.0,24,25,6,0,1,0,0,0,5,60,13,0,0
150000,2,8,2,1620,1620,1281,0.0,27,44,4,0,1,0,0,0,4,20,11,0,0
115000,1,6,1,1639,1166,1064,0.0,70,84,6,0,1,0,473,0,5,50,12,0,0
177000,1,8,2,1680,840,840,0.0,44,105,6,160,1,0,0,0,7,70,12,0,0
280000,3,9,2,2172,1071,1063,350.0,14,14,7,0,1,0,0,0,5,60,13,0,0
339750,3,8,2,2078,1050,1034,100.0,12,13,8,0,1,0,0,0,5,60,12,0,0
60000,1,5,1,1276,1276,1276,0.0,62,62,5,0,1,0,0,0,3,20,11,0,0
145000,2,5,1,1056,1056,1056,0.0,65,65,5,0,1,0,0,0,5,190,14,0,0
222000,2,7,2,1478,1478,1470,432.0,11,11,7,0,1,0,0,0,5,20,10,0,0
115000,2,5,1,1028,1028,1008,0.0,70,93,5,130,1,0,0,0,6,30,10,0,0
228000,3,9,2,2097,1080,1080,0.0,27,27,7,0,1,1,0,531,5,60,12,0,0
181134,2,6,2,1340,1340,1340,0.0,13,13,7,0,1,0,0,0,5,20,13,0,0
149500,2,6,1,1400,672,672,203.0,42,42,6,0,1,0,0,0,7,60,14,0,0
239000,3,10,2,2624,1370,1370,0.0,70,102,6,0,1,0,0,0,6,70,13,0,0
126000,1,7,1,1134,756,756,0.0,70,80,5,0,1,0,0,0,6,50,13,0,0
142000,1,6,1,1056,1056,1056,0.0,52,52,5,184,1,0,0,0,6,20,10,0,0
206300,4,8,2,1344,1344,1344,200.0,22,23,7,0,2,0,0,0,5,90,12,0,0
215000,2,8,2,1602,1602,1602,126.0,20,43,6,0,1,1,0,0,7,20,11,0,0
113000,2,4,1,988,988,988,0.0,66,66,5,0,1,0,0,0,5,20,12,0,0
315000,3,8,2,2630,1470,1470,473.0,22,22,8,0,1,0,0,0,5,60,12,0,0
139000,1,6,1,1196,1196,1196,74.0,64,64,6,0,1,0,0,0,5,20,12,0,0
135000,1,6,1,1389,707,651,0.0,28,74,7,126,1,0,0,0,8,60,11,0,0
275000,2,5,2,1644,1644,1518,145.0,31,31,7,0,1,1,0,0,5,80,11,0,0
109008,1,5,1,907,907,907,0.0,63,63,4,0,1,0,0,0,6,20,12,0,0
195400,2,6,2,1208,1208,1208,108.0,13,13,7,0,1,0,0,0,5,20,13,0,0
175000,2,6,2,1412,1412,1392,0.0,32,32,6,169,1,0,0,0,5,20,11,0,0
85400,1,4,1,987,483,483,232.0,49,49,6,0,1,0,0,0,5,160,12,0,0
79900,0,7,1,1198,1088,901,0.0,22,100,6,0,1,0,0,0,7,50,12,0,0
122500,2,6,1,1365,765,765,376.0,49,49,5,0,1,0,0,0,5,160,13,0,0
181000,2,7,2,1604,926,926,0.0,22,23,6,0,1,0,0,0,5,60,12,0,0
81000,0,3,1,630,630,630,0.0,48,48,4,0,1,0,0,0,7,180,12,0,0
212000,2,6,2,1661,827,799,0.0,24,24,7,0,1,0,0,344,6,60,11,0,0
116000,2,6,1,1118,734,648,0.0,70,100,6,0,1,0,0,0,8,50,14,0,0
119000,1,4,1,904,904,884,0.0,16,94,6,105,1,0,0,0,7,45,11,0,0
90350,1,4,1,694,694,440,0.0,18,107,5,34,1,0,0,0,6,30,13,0,0
110000,2,7,1,1196,684,684,0.0,20,100,6,0,1,0,0,0,8,50,11,800,0
555000,3,10,2,2402,2402,3094,200.0,12,12,10,0,1,0,0,539,5,20,11,0,0
118000,0,8,2,1440,1440,1440,270.0,65,65,4,0,2,0,0,0,4,90,12,0,0
162900,2,8,2,1573,1128,1078,0.0,28,90,5,0,1,0,0,0,7,50,12,0,0
172500,3,6,2,1258,1258,1258,72.0,13,14,7,0,1,0,0,0,5,120,13,0,0
210000,2,8,2,1908,933,915,0.0,25,26,7,0,1,0,0,0,5,60,12,0,0
127500,2,7,1,1689,1689,1436,0.0,64,64,6,0,1,0,0,0,5,20,11,0,0
190000,2,6,2,1888,1888,1517,0.0,18,54,6,0,1,0,0,713,6,20,10,0,0
199900,2,10,2,1886,956,930,0.0,21,22,7,0,1,0,0,0,5,60,14,0,0
119500,1,7,2,1376,780,780,0.0,70,83,6,0,1,0,0,0,6,50,14,0,0
120000,1,6,1,1183,679,649,0.0,18,72,3,0,1,0,0,0,7,50,13,0,0
110000,1,5,1,813,813,813,0.0,15,90,6,0,1,0,0,0,8,30,14,0,0
280000,2,5,2,1533,1533,1533,0.0,45,45,7,0,1,0,0,0,5,20,14,0,0
204000,2,7,2,1756,888,872,42.0,23,24,6,0,1,0,0,0,5,60,13,0,0
210000,2,6,2,1590,786,768,0.0,12,12,8,0,1,0,0,0,5,60,11,0,0
188000,2,8,2,1728,1728,1728,0.0,44,44,5,0,2,0,0,0,5,90,14,0,0
175500,2,6,1,1242,1242,1242,320.0,47,47,7,0,1,0,0,0,6,20,13,0,0
98000,3,7,1,1344,624,624,0.0,70,104,5,96,1,0,0,0,5,70,12,0,0
256000,2,6,1,1663,1663,1364,0.0,26,66,4,0,1,0,0,0,6,20,12,0,0
161000,1,7,1,1666,833,588,0.0,24,95,8,0,1,0,0,0,7,70,12,0,0
110000,1,5,1,1203,979,709,161.0,70,70,5,248,1,0,0,0,4,50,11,0,0
263435,2,8,2,1935,832,832,110.0,11,11,8,0,1,0,0,0,5,60,11,0,0
155000,2,6,1,1135,575,560,0.0,13,84,7,0,1,0,0,210,9,70,11,0,0
62383,1,5,1,864,864,864,0.0,55,55,5,236,1,0,0,311,5,20,11,0,0
188700,1,6,1,1660,849,715,0.0,25,86,6,0,1,0,0,0,7,70,12,0,0
124000,0,5,2,1040,1040,1040,136.0,42,42,5,0,1,0,0,0,5,20,11,0,0
178740,2,6,2,1414,1414,1375,18.0,16,16,7,0,1,0,0,0,5,120,14,0,0
167000,2,5,1,1277,1277,1277,0.0,50,50,7,0,1,0,0,0,5,20,13,0,0
146500,1,7,1,1644,888,728,224.0,25,78,5,0,1,0,0,0,7,70,13,0,0
250000,3,7,2,1634,1634,1626,248.0,14,14,8,0,1,0,0,0,5,20,13,0,0
187000,2,7,2,1710,832,832,120.0,27,27,6,0,1,0,0,0,5,60,12,0,0
212000,2,4,1,1502,1502,1488,0.0,35,35,8,0,1,0,0,1120,5,120,10,0,0
190000,2,8,2,1969,1161,808,0.0,43,43,7,0,1,0,0,0,6,60,13,0,0
148000,2,5,1,1072,1072,547,80.0,15,15,6,0,1,0,0,0,5,180,12,0,0
440000,3,7,2,1976,1976,1976,304.0,13,14,8,0,1,0,0,0,5,20,13,0,0
251000,2,6,2,1652,1652,1494,0.0,20,20,8,0,1,0,0,0,5,120,13,0,0
132500,2,5,1,970,970,970,0.0,57,57,5,0,1,0,0,0,6,20,13,0,0
208900,2,7,2,1493,1493,1478,215.0,22,23,6,0,1,0,0,0,5,20,12,0,0
380000,3,9,2,2643,2069,2153,772.0,14,14,9,0,1,0,0,0,5,60,13,0,0
297000,3,7,2,1718,1718,1705,336.0,12,13,8,0,1,0,0,0,5,20,11,0,0
89471,2,7,1,1131,1131,907,435.0,20,83,4,0,1,0,0,0,7,30,13,0,0
326000,3,8,2,1850,1850,1833,378.0,15,16,9,0,1,0,0,0,5,20,14,0,0
374000,3,6,2,1792,1792,1792,562.0,16,17,9,0,1,0,0,0,5,20,14,0,0
155000,1,7,1,1826,916,910,0.0,15,105,7,0,1,0,0,0,8,70,11,0,0
164000,2,5,2,1216,1216,1216,116.0,22,22,6,0,1,0,0,0,5,120,14,0,0
132500,1,6,1,999,999,999,0.0,19,58,5,0,1,0,0,0,7,20,13,0,0
147000,1,5,1,1113,1113,1113,0.0,13,70,5,120,1,0,0,0,7,20,11,0,0
156000,2,6,1,1073,1073,1073,168.0,55,55,5,0,1,0,0,0,7,20,13,0,0
175000,2,7,2,1484,1484,1484,0.0,49,49,5,0,1,0,0,0,6,20,13,0,0
160000,2,10,2,2414,1766,954,0.0,50,120,5,0,2,0,0,0,4,190,14,0,0
86000,1,3,1,630,630,630,0.0,18,50,4,0,1,0,0,0,8,180,11,0,0
115000,1,4,1,1304,616,264,0.0,44,44,5,0,1,0,0,0,6,160,12,0,0
133000,1,5,1,1578,958,806,0.0,70,79,6,32,1,0,0,165,7,50,14,0,0
172785,2,8,2,1456,728,728,0.0,14,14,6,0,1,0,0,0,5,60,14,0,0
155000,1,6,1,1269,1269,1269,0.0,60,60,5,0,1,0,0,532,6,20,12,0,0
91300,1,4,1,886,886,190,0.0,24,82,5,80,1,0,0,0,8,30,11,0,0
34900,0,4,1,720,720,720,0.0,70,100,4,115,1,0,0,0,5,30,11,0,0
430000,2,10,3,3228,3228,3200,0.0,27,28,8,291,1,0,0,0,5,20,13,0,0
184000,1,8,2,1820,1133,1026,0.0,70,95,7,0,1,0,0,0,6,50,12,0,0
130000,1,5,1,899,899,864,89.0,16,53,5,0,1,0,0,0,7,20,11,0,0
120000,1,5,1,912,912,912,0.0,35,62,5,0,1,1,0,279,7,20,13,480,0
113000,1,7,1,1218,672,672,285.0,47,47,6,0,1,0,0,0,5,160,13,0,0
226700,2,7,2,1768,866,866,0.0,15,15,7,0,1,0,0,0,5,60,12,0,0
140000,2,6,1,1214,1214,1214,0.0,55,55,5,184,1,0,0,96,7,20,13,400,0
289000,2,6,2,1801,1801,1501,0.0,23,61,7,0,1,0,0,0,8,20,10,0,0
147000,2,6,2,1322,855,855,0.0,46,46,6,0,1,1,0,495,5,160,11,0,0
124500,2,10,2,1960,960,960,360.0,68,68,5,0,2,0,0,0,5,90,11,0,0
215000,2,8,2,1911,1065,777,125.0,26,27,8,0,1,0,0,0,5,60,14,0,0
208300,2,4,2,1218,1218,1218,0.0,11,11,6,0,1,0,0,0,5,20,11,0,0
161000,2,7,2,1378,689,689,0.0,15,92,7,116,1,0,0,0,9,70,12,0,0
124500,1,6,1,1041,1041,1041,132.0,61,61,5,0,1,0,0,0,6,20,11,0,0
164900,1,6,1,1363,1363,1008,70.0,20,69,5,0,1,0,0,180,7,20,11,2000,0
202665,2,6,2,1368,1368,1368,94.0,14,15,7,0,1,0,0,0,5,120,14,0,0
129900,2,5,1,864,864,864,0.0,62,62,5,0,1,0,0,174,5,20,14,0,0
134000,2,5,1,1080,1080,1084,0.0,37,37,6,158,1,0,0,0,5,20,13,0,0
96500,1,5,1,789,789,768,0.0,70,94,5,112,1,0,0,0,5,45,13,0,0
402861,3,9,2,2020,2020,2006,305.0,11,11,10,0,1,0,0,0,5,20,11,0,0
158000,2,7,2,2119,1378,689,333.0,48,48,6,0,1,0,0,0,6,80,11,0,0
265000,3,7,2,2344,1277,1264,921.0,23,24,7,0,1,0,0,0,5,60,11,0,0
211000,2,7,2,1796,882,794,0.0,22,22,6,0,1,0,0,0,5,60,13,0,0
234000,1,9,1,2080,1276,1276,0.0,16,94,7,0,1,0,0,0,9,70,11,0,0
106250,0,7,2,1294,694,0,0.0,20,120,4,210,2,0,0,0,7,190,12,0,0
150000,1,6,1,1244,1244,1244,0.0,63,63,6,0,1,0,0,0,6,20,13,0,0
159000,2,7,2,1664,1004,1004,0.0,70,73,6,36,1,0,0,0,7,50,14,0,0
184750,3,11,3,4676,3138,3138,762.0,12,13,10,0,1,0,0,0,5,60,13,0,0
315750,3,8,2,2398,1383,1379,594.0,23,24,7,0,1,0,0,0,5,60,13,0,0
176000,2,6,2,1266,1266,1257,0.0,15,15,7,0,1,0,0,0,5,20,14,0,0
132000,1,4,1,928,928,928,0.0,20,64,5,156,1,0,0,0,7,20,13,0,0
446261,3,11,2,2713,1476,1452,268.0,12,12,9,0,1,0,0,0,5,60,12,0,0
86000,0,5,1,605,605,528,0.0,18,100,4,144,1,0,0,0,7,30,13,0,0
200624,2,9,3,2515,2515,2035,103.685261707989,45,63,6,200,2,0,0,0,3,20,13,0,0
175000,2,5,2,1509,1509,1461,219.0,31,32,6,0,1,0,0,0,5,80,12,0,0
128000,2,6,2,1362,751,611,0.0,21,100,6,84,1,0,0,0,8,70,12,0,0
107500,1,5,1,827,827,0,0.0,13,65,5,0,1,0,0,0,7,20,10,0,0
39300,0,2,1,334,334,0,0.0,70,74,1,0,1,0,0,0,3,20,13,0,0
178000,2,6,2,1414,707,707,0.0,16,16,8,0,1,0,0,0,5,60,14,0,0
107500,0,5,1,1347,820,1117,0.0,29,110,5,148,1,0,0,0,7,190,12,0,0
188000,2,8,2,1724,880,880,0.0,21,22,7,0,1,0,0,0,5,60,12,0,0
111250,2,5,1,864,864,864,0.0,48,48,4,0,1,0,0,0,5,20,12,0,0
158000,1,7,1,1159,1159,1051,188.0,52,52,5,0,1,0,0,0,5,20,14,0,0
272000,2,6,2,1601,1601,1581,479.0,18,19,8,0,1,0,0,0,5,20,10,2000,0
315000,3,8,2,1838,1838,1838,584.0,14,14,9,0,1,0,0,0,5,20,11,0,0
248000,3,8,2,2285,997,969,72.0,20,20,8,0,1,0,0,0,5,60,13,0,0
213250,2,7,2,1680,1680,1650,0.0,21,22,7,0,1,0,0,1127,5,20,11,0,0
133000,1,4,1,767,767,723,182.0,22,22,7,0,1,0,0,139,5,120,13,0,0
179665,2,7,2,1496,664,654,0.0,14,14,7,0,1,0,0,0,5,60,14,0,0
229000,3,9,2,2183,1377,1204,178.0,32,32,7,0,1,0,0,202,5,50,14,0,0
210000,2,6,1,1635,915,1065,0.0,70,97,6,0,1,0,0,0,7,50,13,0,144
129500,2,5,1,768,768,768,0.0,50,50,5,0,1,0,0,0,7,85,13,0,0
125000,2,4,1,825,825,825,0.0,25,65,5,0,1,0,0,645,7,20,12,0,0
263000,2,8,2,2094,912,912,0.0,16,17,7,0,1,0,0,0,5,60,11,0,0
140000,2,4,2,1069,1069,1069,0.0,43,43,6,0,1,0,0,0,6,120,12,0,0
112500,1,5,1,928,928,928,0.0,63,63,5,0,1,0,0,0,6,20,12,0,0
255500,3,7,2,1717,1717,1709,250.0,14,14,8,0,1,0,0,0,5,20,11,0,0
108000,2,5,2,1126,1126,0,0.0,17,71,4,0,1,0,0,0,5,20,11,0,0
284000,3,8,2,2046,1006,998,292.0,16,17,7,0,1,0,0,0,5,60,12,0,0
113000,1,5,1,1048,1048,993,0.0,70,98,5,116,1,0,0,0,6,45,14,0,0
141000,1,6,1,1092,1092,1092,0.0,63,63,5,0,1,0,0,0,5,20,14,0,0
108000,1,7,1,1336,897,637,0.0,70,100,4,120,1,0,0,0,6,50,14,0,0
175000,2,6,2,1446,729,729,0.0,23,24,7,0,1,1,0,0,5,60,12,0,0
234000,2,7,2,1557,1557,1374,18.0,16,17,7,0,1,0,0,0,5,120,14,0,0
121500,2,5,1,1392,1392,1392,180.0,24,63,5,0,1,0,0,0,6,20,10,0,0
170000,2,6,1,1389,1389,1389,0.0,45,46,5,0,1,0,0,123,5,20,14,0,0
108000,0,6,1,996,996,996,0.0,51,80,5,0,1,0,0,0,6,30,12,0,0
185000,2,8,2,1674,1163,1163,0.0,70,102,6,0,1,0,0,0,7,50,12,0,0
268000,2,9,2,2295,1166,1095,0.0,20,28,7,0,1,0,0,0,5,60,14,0,0
128000,1,6,1,1647,841,806,0.0,70,105,6,136,1,0,0,0,4,70,10,0,0
325000,3,11,2,2504,1134,1122,245.0,13,15,9,0,1,0,0,0,5,60,12,0,0
214000,2,7,2,1535,1535,1517,168.0,16,16,7,0,1,0,0,0,5,20,10,0,0
316600,2,5,1,2132,1496,1496,0.0,11,37,8,0,1,0,0,0,8,50,11,0,0
135960,2,4,1,943,943,943,0.0,41,41,5,0,1,0,0,0,5,90,14,0,0
142600,2,10,2,1728,1728,1728,108.0,55,55,5,0,2,0,0,0,5,90,12,0,0
120000,1,4,1,864,864,864,207.0,61,61,6,0,1,0,0,0,6,20,14,0,0
224500,2,6,2,1692,846,846,0.0,11,11,7,0,1,0,0,0,5,60,11,0,0
170000,2,8,2,1430,774,384,0.0,20,20,7,0,1,0,0,0,5,80,13,0,0
139000,1,5,1,1109,576,372,82.0,15,49,5,0,1,1,0,0,7,80,13,0,0
118500,1,6,1,1216,832,832,0.0,70,73,5,102,1,0,0,0,5,50,12,0,0
145000,1,6,2,1477,877,861,0.0,70,92,7,0,1,1,0,0,7,50,11,0,0
164500,2,6,1,1320,1320,1164,97.0,54,54,5,240,1,0,0,551,6,80,14,0,0
146000,2,5,2,1392,703,689,0.0,13,13,7,0,1,0,0,0,5,160,12,0,0
131500,1,7,2,1795,1050,1050,335.0,66,66,5,0,1,0,0,0,5,50,12,0,0
181900,2,7,1,1429,1429,1144,85.0,33,60,6,0,1,1,0,219,6,20,13,0,0
253293,3,8,2,2042,2042,2042,306.0,11,12,8,0,1,0,0,0,5,20,11,0,0
118500,0,5,1,816,816,816,104.0,30,30,6,0,1,0,0,0,5,90,13,0,0
325000,2,9,3,2775,1521,1237,0.0,20,127,10,0,1,0,0,0,9,75,12,0,0
133000,1,6,1,1573,989,884,0.0,25,85,4,54,1,0,0,0,7,50,11,0,0
